CHAMPION_NAME,ITEM_NAME,ITEM_CATEGORY,PLAYER_PURCHASE_RATE,WIN_RATE,AVG_KDA,MOST_COMMON_FIRST_PURCHASE_MINUTE,TOP_ITEM_1,TOP_ITEM_2,TOP_ITEM_3
NOCTURNE,Edge Of Night,Legendary,0.1333,0.5,2.35,25,Axiom Arc,Profane Hydra,Opportunity
ZED,Caulfield's Warhammer,Epic,0.0323,0.3333,1.24,20,Voltaic Cyclosword,Axiom Arc,Eclipse
IVERN,Faerie Charm,Basic,0.0435,0,1.67,15,Bandlepipes,Ionian Boots Of Lucidity,Moonstone Renewer
TWITCH,Stealth Ward,Trinket,0.0909,0.1667,0.99,5,Doran's Blade,Yun Tal Wildarrows,B. F. Sword
KAISA,Infinity Edge,Legendary,0.0874,0.4444,2.69,30,Guinsoo's Rageblade,Kraken Slayer,Fiendhunter Bolts
NAUTILUS,Rabadon's Deathcap,Legendary,0.0104,1,1.75,40,,,
NAMI,Echoes Of Helia,Legendary,0.2164,0.6552,3.34,25,Imperial Mandate,Moonstone Renewer,Dawncore
ZERI,B. F. Sword,Basic,0.1935,0.6667,2.44,10,Yun Tal Wildarrows,Fiendhunter Bolts,Lord Dominik's Regards
RYZE,Refillable Potion,Consumable,0.0787,0.2857,0.57,5,Rod Of Ages,Doran's Ring,Tear Of The Goddess
VEX,Elixir Of Sorcery,Consumable,0.0526,0,1.70,35,Luden's Companion,Mejai's Soulstealer,Rabadon's Deathcap
LEBLANC,Mercury's Treads,Boots,0.0278,0,1.67,25,Aether Wisp,Hextech Alternator,Luden's Companion
WARWICK,Refillable Potion,Consumable,0.0909,0,1.00,5,Blade Of The Ruined King,Boots,Cull
MALPHITE,Blasting Wand,Basic,0.0141,0,1.83,10,Kaenic Rookern,Mercury's Treads,Randuin's Omen
DARIUS,Farsight Alteration,Trinket,0.1463,0.5,3.17,20,Sterak's Gage,Stridebreaker,Dead Man's Plate
KATARINA,Stealth Ward,Trinket,0.3214,0.6111,2.51,5,Shadowflame,Hextech Gunblade,Dark Seal
SHEN,Giant's Belt,Epic,0.15,0.5,3.12,10,Sunfire Aegis,Titanic Hydra,Bandlepipes
JARVANIV,Negatron Cloak,Epic,0.0149,1,2.22,30,Eclipse,Frozen Heart,Sundered Sky
SONA,Tear Of The Goddess,Starter,0.26,0.5385,3.48,5,Echoes Of Helia,Ionian Boots Of Lucidity,Fiendish Codex
CAITLYN,Mercury's Treads,Boots,0.02,0.5,2.92,15,Hexoptics C44,Infinity Edge,Lord Dominik's Regards
URGOT,Doran's Blade,Starter,0.5294,0.5556,1.52,5,Black Cleaver,Plated Steelcaps,Sterak's Gage
TALIYAH,Amplifying Tome,Basic,0.2203,0.6923,2.16,5,Blackfire Torch,Rylai's Crystal Scepter,Sorcerer's Shoes
ZAAHEN,Pickaxe,Basic,0.1282,0.6,1.83,25,Trinity Force,Mercury's Treads,Sundered Sky
VIKTOR,Cryptbloom,Legendary,0.0278,0,1.00,40,Luden's Companion,Rabadon's Deathcap,Shadowflame
TRYNDAMERE,Navori Flickerblade,Legendary,0.0588,0,1.67,20,Profane Hydra,,
ORIANNA,Lost Chapter,Epic,0.0278,1,0.25,10,,,
NASUS,Null-Magic Mantle,Basic,0.0833,0.5,3.05,20,Trinity Force,Cloth Armor,Frozen Heart
NAUTILUS,Chain Vest,Epic,0.0625,0.3333,2.02,20,Kindlegem,Locket Of The Iron Solari,Bandlepipes
RELL,Ruby Crystal,Basic,0.1364,0.5,4.58,5,Ionian Boots Of Lucidity,Locket Of The Iron Solari,Zeke's Convergence
RIVEN,Death's Dance,Legendary,0.3514,0.8462,4.00,25,Sundered Sky,Axiom Arc,Serylda's Grudge
DRMUNDO,Cloth Armor,Basic,0.0411,0.6667,2.58,15,Heartsteel,Boots Of Swiftness,Winged Moonplate
ZERI,Lord Dominik's Regards,Legendary,0.4194,0.6923,2.44,25,Infinity Edge,Yun Tal Wildarrows,Fiendhunter Bolts
SWAIN,Glowing Mote,Basic,0.0227,0,0.83,5,"Jak'sho, The Protean",Plated Steelcaps,Rylai's Crystal Scepter
LUCIAN,Cloak Of Agility,Basic,0.1552,0.4444,1.86,10,Essence Reaver,Navori Flickerblade,Infinity Edge
RAMMUS,Hollow Radiance,Legendary,0.3,0.6667,5.38,20,Thornmail,Kaenic Rookern,
LISSANDRA,Abyssal Mask,Legendary,0.0588,1,2.86,35,Malignance,Zhonya's Hourglass,
WARWICK,Long Sword,Basic,0.0909,0,1.00,5,Blade Of The Ruined King,Boots,Bramble Vest
SORAKA,Ardent Censer,Legendary,0.0333,1,3.11,30,Moonstone Renewer,Redemption,
XAYAH,Hexoptics C44,Legendary,0.125,1,2.18,10,Essence Reaver,Infinity Edge,Navori Flickerblade
KHAZIX,Youmuu's Ghostblade,Legendary,0.2239,0.6,4.05,15,Edge Of Night,Umbral Glaive,Serylda's Grudge
TWISTEDFATE,Sheen,Epic,0.0278,0,3.00,15,Rapid Firecannon,Rod Of Ages,
AATROX,Eclipse,Legendary,0.1304,0.5,2.18,15,Sundered Sky,Black Cleaver,Death's Dance
KAYN,Serpent's Fang,Legendary,0.3103,0.5556,3.34,20,Opportunity,Serylda's Grudge,Axiom Arc
GRAGAS,Stealth Ward,Trinket,0.0909,0,1.94,5,Doran's Ring,Fiendish Codex,Aether Wisp
GNAR,Ruby Crystal,Basic,0.2,0.2,4.01,5,Black Cleaver,Mercury's Treads,Trinity Force
MONKEYKING,Elixir Of Wrath,Consumable,0.0385,1,4.00,30,Black Cleaver,Guardian Angel,Maw Of Malmortius
RENEKTON,Blade Of The Ruined King,Legendary,0.0462,0,1.23,10,Black Cleaver,Death's Dance,Sterak's Gage
KSANTE,Bramble Vest,Epic,0.1176,0.75,2.29,5,Iceborn Gauntlet,Chain Vest,Force Of Nature
GAREN,Elixir Of Iron,Consumable,0.027,1,2.25,40,Berserker's Greaves,Dead Man's Plate,Force Of Nature
WARWICK,Vampiric Scepter,Epic,0.0909,0,0.67,10,Stridebreaker,,
OLAF,Executioner's Calling,Epic,0.087,0.5,1.70,25,Stridebreaker,Death's Dance,Sundered Sky
BRAUM,Warden's Mail,Epic,0.0143,1,4.40,10,Abyssal Mask,Giant's Belt,Protoplasm Harness
GWEN,Haunting Guise,Epic,0.0385,0.3333,0.93,20,Dusk And Dawn,Nashor's Tooth,Fiendish Codex
EKKO,Dark Seal,Starter,0.45,0.4667,2.40,5,Dusk And Dawn,Shadowflame,Sorcerer's Shoes
GRAGAS,Dark Seal,Starter,0.2273,0.6,2.46,5,Luden's Companion,Sorcerer's Shoes,Amplifying Tome
JANNA,Control Ward,Consumable,0.8281,0.5849,3.56,15,Boots Of Swiftness,Moonstone Renewer,Redemption
HECARIM,Stealth Ward,Trinket,0.0526,1,10.00,5,Long Sword,Plated Steelcaps,Spear Of Shojin
VAYNE,Mortal Reminder,Legendary,0.0282,0.5,1.59,30,Essence Reaver,Stormrazor,Infinity Edge
DIANA,Negatron Cloak,Epic,0.0093,1,3.20,20,Hextech Rocketbelt,Liandry's Torment,Riftmaker
BELVETH,Warden's Mail,Epic,0.0476,0,1.11,25,Death's Dance,Giant's Belt,Kraken Slayer
SYLAS,Void Staff,Legendary,0.0106,0,4.20,30,Hextech Rocketbelt,Rabadon's Deathcap,Riftmaker
EZREAL,Stealth Ward,Trinket,0.1846,0.3333,1.86,5,Doran's Blade,Long Sword,Ionian Boots Of Lucidity
MORGANA,Sorcerer's Shoes,Boots,0.1538,0.5,3.06,15,Liandry's Torment,Mejai's Soulstealer,Seeker's Armguard
XAYAH,Lord Dominik's Regards,Legendary,0.3125,0.4,3.01,25,Navori Flickerblade,Essence Reaver,Infinity Edge
AKSHAN,Noonquiver,Epic,0.098,0.4,3.40,25,Umbral Glaive,Infinity Edge,Serpent's Fang
JAX,"Jak'sho, The Protean",Legendary,0.0139,1,1.60,45,Sterak's Gage,Trinity Force,Zhonya's Hourglass
SYLAS,Rod Of Ages,Legendary,0.1277,0.75,2.14,15,Riftmaker,Zhonya's Hourglass,Hextech Rocketbelt
NUNU,Zhonya's Hourglass,Legendary,0.1034,0.6667,3.31,25,Liandry's Torment,Spirit Visage,Hextech Rocketbelt
VI,Phage,Epic,0.1,0,0.14,20,Kindlegem,Sundered Sky,
RAMMUS,Boots Of Swiftness,Boots,0.1,1,7.50,15,Chain Vest,Thornmail,Winged Moonplate
XINZHAO,Doran's Ring,Starter,0.1,0.5,0.94,5,Pickaxe,Boots,Eclipse
DRAVEN,Boots,Boots,0.0227,1,1.67,10,Infinity Edge,Mortal Reminder,The Collector
DARIUS,Force Of Nature,Legendary,0.2927,0.3333,2.15,25,Stridebreaker,Dead Man's Plate,Sterak's Gage
SERAPHINE,Kindlegem,Epic,0.1563,0.8,4.54,15,Blackfire Torch,Bandleglass Mirror,Echoes Of Helia
FIDDLESTICKS,Spirit Visage,Legendary,0.0357,1,2.00,25,Abyssal Mask,Bloodletter's Curse,Liandry's Torment
KSANTE,Chain Vest,Epic,0.2353,0.5,2.37,10,Kaenic Rookern,Iceborn Gauntlet,"Jak'sho, The Protean"
TWITCH,Yun Tal Wildarrows,Legendary,0.4091,0.4444,1.90,15,Infinity Edge,Runaan's Hurricane,Fiendhunter Bolts
SYLAS,Cosmic Drive,Legendary,0.0532,0.6,1.62,20,Zhonya's Hourglass,Hextech Rocketbelt,Riftmaker
KARTHUS,Doran's Ring,Starter,0.2143,0.4444,2.21,5,Blackfire Torch,Shadowflame,Dark Seal
BRIAR,Sundered Sky,Legendary,0.1111,0.5,2.90,15,Titanic Hydra,Overlord's Bloodmail,Spirit Visage
TRUNDLE,Kindlegem,Epic,0.1818,0.5,2.71,5,Bandlepipes,Knight's Vow,Protoplasm Harness
KAYN,Endless Hunger,Legendary,0.069,0.5,2.64,25,Axiom Arc,Black Cleaver,Death's Dance
NAUTILUS,Negatron Cloak,Epic,0.0625,0.5,2.18,30,Bandlepipes,Locket Of The Iron Solari,Protoplasm Harness
VELKOZ,Luden's Companion,Legendary,0.5,0.4118,2.04,15,Zhonya's Hourglass,Shadowflame,Horizon Focus
SINGED,Fated Ashes,Epic,0.1739,0.75,2.01,5,Rylai's Crystal Scepter,Haunting Guise,Frozen Heart
AURORA,Liandry's Torment,Legendary,0.0909,1,2.67,15,Actualizer,Mejai's Soulstealer,Shadowflame
PYKE,Mikael's Blessing,Legendary,0.02,1,3.00,15,Abyssal Mask,Axiom Arc,
KHAZIX,Serylda's Grudge,Legendary,0.3284,0.5,3.43,30,Edge Of Night,Umbral Glaive,Serpent's Fang
KENNEN,Hextech Rocketbelt,Legendary,0.4571,0.5,1.98,15,Shadowflame,Zhonya's Hourglass,Rabadon's Deathcap
NASUS,Ruby Crystal,Basic,0.2083,1,2.99,10,Trinity Force,Frozen Heart,Ionian Boots Of Lucidity
VELKOZ,Hextech Rocketbelt,Legendary,0.0588,0,1.22,15,Banshee's Veil,Horizon Focus,Rylai's Crystal Scepter
VEIGAR,Blighting Jewel,Epic,0.1034,0,1.76,30,Rabadon's Deathcap,Luden's Companion,Rod Of Ages
LULU,Moonstone Renewer,Legendary,0.3704,0.5,3.50,20,Ardent Censer,Redemption,Shurelya's Battlesong
MALPHITE,Boots,Boots,0.0563,0.25,0.73,5,Malignance,Sunfire Aegis,Kaenic Rookern
TRUNDLE,Bandlepipes,Legendary,0.4545,0.4,1.98,15,Dead Man's Plate,Protoplasm Harness,Blade Of The Ruined King
IRELIA,Thornmail,Legendary,0.0167,1,2.00,30,Death's Dance,Guardian Angel,
HECARIM,Pickaxe,Basic,0.1053,0,1.66,10,Endless Hunger,Ionian Boots Of Lucidity,Spear Of Shojin
MALPHITE,Refillable Potion,Consumable,0.0704,0.4,1.54,5,Doran's Ring,Sunfire Aegis,Boots
NAMI,Health Potion,Consumable,0.0299,0,1.88,5,Ionian Boots Of Lucidity,Imperial Mandate,Aether Wisp
JAYCE,Tunneler,Epic,0.0247,0,2.19,25,Opportunity,Youmuu's Ghostblade,Serrated Dirk
KAYLE,Ruby Crystal,Basic,0.0345,1,0.00,15,Blasting Wand,Boots Of Swiftness,Nashor's Tooth
KOGMAW,"Jak'sho, The Protean",Legendary,0.0714,1,2.67,35,Blade Of The Ruined King,Guinsoo's Rageblade,Randuin's Omen
VARUS,Hextech Gunblade,Legendary,0.0574,0.8571,2.80,10,Dusk And Dawn,Riftmaker,Zhonya's Hourglass
JINX,Kraken Slayer,Legendary,0.2206,0.6,2.44,15,Infinity Edge,Runaan's Hurricane,Lord Dominik's Regards
KATARINA,Terminus,Legendary,0.1607,0.5556,1.98,25,Kraken Slayer,Blade Of The Ruined King,Death's Dance
KARMA,Amplifying Tome,Basic,0.1233,0.3333,2.91,5,Ionian Boots Of Lucidity,Moonstone Renewer,Redemption
MAOKAI,Bramble Vest,Epic,0.2,0,1.65,15,Locket Of The Iron Solari,Protoplasm Harness,Solstice Sleigh
KAISA,Luden's Companion,Legendary,0.0097,0,3.67,15,Cryptbloom,Horizon Focus,
RENEKTON,Dagger,Basic,0.0462,0,0.72,10,Black Cleaver,Mercury's Treads,Phage
DARIUS,Mercury's Treads,Boots,0.3902,0.5625,1.80,20,Stridebreaker,Force Of Nature,Sterak's Gage
POPPY,Knight's Vow,Legendary,0.0526,1,3.67,25,Bandlepipes,Zeke's Convergence,
VEX,Amplifying Tome,Basic,0.1579,1,3.00,5,Luden's Companion,Blackfire Torch,Needlessly Large Rod
SYNDRA,Void Staff,Legendary,0.0984,0.3333,2.51,30,Blackfire Torch,Cosmic Drive,Luden's Companion
ZERI,Noonquiver,Epic,0.0323,0,0.20,25,Yun Tal Wildarrows,,
TWISTEDFATE,Cryptbloom,Legendary,0.0278,0,2.83,25,Rapid Firecannon,Rod Of Ages,
MEL,Doran's Ring,Starter,0.4118,0.4286,4.39,5,Shadowflame,Blackfire Torch,Rabadon's Deathcap
POPPY,Refillable Potion,Consumable,0.0526,0,2.25,5,Boots Of Swiftness,Chain Vest,Ruby Crystal
ZAAHEN,Glowing Mote,Basic,0.0769,0.6667,0.79,15,Trinity Force,Mercury's Treads,Phage
SYLAS,Ionian Boots Of Lucidity,Boots,0.2553,0.5417,2.41,15,Hextech Rocketbelt,Zhonya's Hourglass,Riftmaker
AKALI,B. F. Sword,Basic,0.0161,1,8.33,25,Hextech Gunblade,Shadowflame,Steel Sigil
SIVIR,Yun Tal Wildarrows,Legendary,0.2,0.5556,3.78,15,Infinity Edge,Navori Flickerblade,Lord Dominik's Regards
BLITZCRANK,Warden's Mail,Epic,0.0667,0,1.10,20,Bandlepipes,Locket Of The Iron Solari,Malignance
KHAZIX,Elixir Of Wrath,Consumable,0.1343,0.6667,4.91,35,Edge Of Night,Ionian Boots Of Lucidity,Serylda's Grudge
JAYCE,Hexdrinker,Epic,0.0123,1,1.86,25,Serylda's Grudge,Youmuu's Ghostblade,
RYZE,Sapphire Crystal,Basic,0.0787,0.4286,2.17,5,Rod Of Ages,Amplifying Tome,Blasting Wand
AKSHAN,B. F. Sword,Basic,0.0588,0,1.03,15,The Collector,Cloak Of Agility,Immortal Shieldbow
JAX,Dark Seal,Starter,0.0833,0.3333,1.72,5,Dusk And Dawn,Nashor's Tooth,Zhonya's Hourglass
NAMI,Ruby Crystal,Basic,0.0522,0.5714,2.15,20,Imperial Mandate,Ionian Boots Of Lucidity,Ardent Censer
ZAAHEN,Overlord's Bloodmail,Legendary,0.0256,1,1.83,30,Sundered Sky,Trinity Force,
LUX,Stormsurge,Legendary,0.5385,0.4286,3.49,20,Luden's Companion,Malignance,Rabadon's Deathcap
FIORA,Hearthbound Axe,Epic,0.0256,1,0.63,15,Phage,Ravenous Hydra,
LUCIAN,Plated Steelcaps,Boots,0.1724,0.5,1.55,15,Essence Reaver,Navori Flickerblade,Infinity Edge
SENNA,Cloak Of Agility,Basic,0.0952,0.5,1.83,20,Black Cleaver,Boots Of Swiftness,Rapid Firecannon
NUNU,Boots Of Swiftness,Boots,0.069,0.5,2.48,5,Spectre's Cowl,Kindlegem,Knight's Vow
ZIGGS,Haunting Guise,Epic,0.0323,0,1.80,15,Luden's Companion,Rabadon's Deathcap,Shadowflame
BRAUM,Abyssal Mask,Legendary,0.0429,0.3333,2.76,25,Knight's Vow,Bandlepipes,Protoplasm Harness
YASUO,Mercury's Treads,Boots,0.0156,0.5,2.50,15,Phantom Dancer,Stridebreaker,Executioner's Calling
KAISA,Kraken Slayer,Legendary,0.9417,0.4948,2.31,15,Guinsoo's Rageblade,Dusk And Dawn,Nashor's Tooth
APHELIOS,Cloth Armor,Basic,0.0215,0.5,1.86,5,Infinity Edge,Lord Dominik's Regards,Stormrazor
GANGPLANK,B. F. Sword,Basic,0.16,0.5,1.74,25,Cloak Of Agility,Essence Reaver,Boots Of Swiftness
ZAC,Warden's Mail,Epic,0.0741,1,4.38,25,Spirit Visage,Fated Ashes,Giant's Belt
AURORA,Mejai's Soulstealer,Legendary,0.0455,1,2.00,20,Actualizer,Liandry's Torment,
JAX,Titanic Hydra,Legendary,0.0139,0,1.00,25,Trinity Force,,
YONE,Stridebreaker,Legendary,0.0222,0,2.20,25,Blade Of The Ruined King,Immortal Shieldbow,Infinity Edge
AKSHAN,Mortal Reminder,Legendary,0.1176,0.5,2.45,25,Infinity Edge,The Collector,Umbral Glaive
NAMI,Boots,Boots,0.0224,0.3333,3.47,5,Imperial Mandate,Moonstone Renewer,
SENNA,B. F. Sword,Basic,0.0952,0,1.77,25,Boots Of Swiftness,Black Cleaver,Rapid Firecannon
JANNA,Bandlepipes,Legendary,0.0469,0.3333,1.38,25,Redemption,,
LEESIN,Doran's Shield,Starter,0.0139,1,1.29,5,Black Cleaver,Caulfield's Warhammer,Mercury's Treads
BARD,Negatron Cloak,Epic,0.0385,0.3333,1.94,20,Dead Man's Plate,Bandlepipes,Chain Vest
LEONA,Control Ward,Consumable,0.9455,0.5769,2.78,10,Bandlepipes,Plated Steelcaps,Locket Of The Iron Solari
RAKAN,Hextech Rocketbelt,Legendary,0.0238,1,10.50,15,Mejai's Soulstealer,,
VEIGAR,Sorcerer's Shoes,Boots,0.3448,0.4,1.77,15,Rabadon's Deathcap,Luden's Companion,Rod Of Ages
EZREAL,Refillable Potion,Consumable,0.0769,0.4,1.60,5,Doran's Blade,Long Sword,Essence Reaver
CASSIOPEIA,Void Staff,Legendary,0.0385,1,3.33,40,Rabadon's Deathcap,Rylai's Crystal Scepter,Zhonya's Hourglass
AHRI,Sorcerer's Shoes,Boots,0.1087,0.4,1.87,15,Malignance,Shadowflame,Blackfire Torch
YUUMI,Dawncore,Legendary,0.2414,0.5714,4.94,25,Moonstone Renewer,Mikael's Blessing,Redemption
YASUO,Long Sword,Basic,0.1797,0.4348,1.73,10,Berserker's Greaves,Immortal Shieldbow,Blade Of The Ruined King
LUCIAN,Randuin's Omen,Legendary,0.0172,0,2.00,35,Essence Reaver,Guardian Angel,Infinity Edge
JANNA,Aether Wisp,Epic,0.0938,0.5,3.14,10,Moonstone Renewer,Bandleglass Mirror,Redemption
RENATA,Forbidden Idol,Epic,0.1111,1,11.00,15,Echoes Of Helia,,
HEIMERDINGER,Void Staff,Legendary,0.2857,0,0.88,25,Shadowflame,Blackfire Torch,Rabadon's Deathcap
KATARINA,Giant's Belt,Epic,0.0179,1,3.60,25,Blade Of The Ruined King,Kraken Slayer,Terminus
LULU,Kindlegem,Epic,0.2346,0.4737,3.02,20,Ardent Censer,Redemption,Mikael's Blessing
RENGAR,Profane Hydra,Legendary,0.807,0.6957,3.52,20,Umbral Glaive,Edge Of Night,Lord Dominik's Regards
GALIO,Fiendish Codex,Epic,0.04,0.5,0.69,20,Haunting Guise,Bramble Vest,Hextech Rocketbelt
URGOT,Farsight Alteration,Trinket,0.2353,0.75,2.40,15,Black Cleaver,Sterak's Gage,Doran's Blade
GRAVES,Black Cleaver,Legendary,0.1429,1,5.36,15,Youmuu's Ghostblade,Hubris,Sundered Sky
YASUO,Doran's Shield,Starter,0.1641,0.4762,2.05,5,Blade Of The Ruined King,Immortal Shieldbow,Kraken Slayer
JAYCE,Edge Of Night,Legendary,0.3704,0.6,4.06,25,Youmuu's Ghostblade,Opportunity,Serylda's Grudge
KINDRED,Long Sword,Basic,0.4667,0.4286,2.05,5,Kraken Slayer,The Collector,Berserker's Greaves
TWISTEDFATE,Kraken Slayer,Legendary,0.0278,1,2.00,15,,,
JHIN,Infinity Edge,Legendary,0.7639,0.4182,2.79,20,Rapid Firecannon,Stormrazor,The Collector
SERAPHINE,Forbidden Idol,Epic,0.375,0.5833,4.63,20,Echoes Of Helia,Blackfire Torch,Moonstone Renewer
VARUS,Blade Of The Ruined King,Legendary,0.0328,0.5,2.54,15,Terminus,Guinsoo's Rageblade,"Jak'sho, The Protean"
URGOT,Plated Steelcaps,Boots,0.4118,0.4286,1.79,20,Black Cleaver,Sterak's Gage,Bramble Vest
KARMA,Control Ward,Consumable,0.8082,0.4746,2.57,15,Ionian Boots Of Lucidity,Moonstone Renewer,Redemption
TRUNDLE,Tiamat,Epic,0.1818,0.5,3.25,5,Bandlepipes,Blade Of The Ruined King,Trinity Force
JHIN,Lord Dominik's Regards,Legendary,0.2917,0.5238,3.37,25,Infinity Edge,Rapid Firecannon,Stormrazor
JANNA,Faerie Charm,Basic,0.125,0.5,3.19,5,Boots Of Swiftness,Moonstone Renewer,Fiendish Codex
ELISE,Gustwalker Hatchling,Starter,0.0256,0,1.29,5,Dark Seal,Lich Bane,Sorcerer's Shoes
BRAND,Fiendish Codex,Epic,0.0357,1,1.56,30,Liandry's Torment,Oblivion Orb,Rylai's Crystal Scepter
XERATH,Amplifying Tome,Basic,0.1818,0.25,1.03,5,Luden's Companion,Boots,Rabadon's Deathcap
BRIAR,Guardian Angel,Legendary,0.0556,0,3.43,35,Black Cleaver,Death's Dance,Serpent's Fang
BLITZCRANK,Malignance,Legendary,0.0333,0,1.33,15,,,
ORNN,Thornmail,Legendary,0.3415,0.6429,3.19,20,Sunfire Aegis,Kaenic Rookern,Unending Despair
ALISTAR,Ruby Crystal,Basic,0.1897,0.6364,4.74,5,Boots Of Swiftness,Bandlepipes,Locket Of The Iron Solari
VARUS,Blasting Wand,Basic,0.0574,0.4286,1.69,5,Dusk And Dawn,Experimental Hexplate,Guinsoo's Rageblade
AATROX,Tunneler,Epic,0.1957,0.2222,2.14,15,Sundered Sky,Eclipse,Voltaic Cyclosword
KSANTE,Rejuvenation Bead,Basic,0.0294,0,0.83,10,Giant's Belt,Iceborn Gauntlet,Mercury's Treads
ZAC,Spectre's Cowl,Epic,0.1481,0.5,6.48,15,Sunfire Aegis,Cosmic Drive,Hextech Rocketbelt
ZIGGS,Blighting Jewel,Epic,0.0968,0.3333,2.56,25,Luden's Companion,Rabadon's Deathcap,Shadowflame
YUUMI,Knight's Vow,Legendary,0.069,1,7.50,25,Ardent Censer,Echoes Of Helia,Mikael's Blessing
MALPHITE,Fiendish Codex,Epic,0.0141,0,1.33,30,Malignance,Shurelya's Battlesong,Zeke's Convergence
TRUNDLE,Blade Of The Ruined King,Legendary,0.2727,0,0.82,20,Ravenous Hydra,Bandlepipes,Hullbreaker
ASHE,Recurve Bow,Epic,0.0833,1,2.67,10,Infinity Edge,Kraken Slayer,Phantom Dancer
VARUS,Glowing Mote,Basic,0.041,0.2,0.96,15,Edge Of Night,Serpent's Fang,Youmuu's Ghostblade
ORIANNA,Luden's Companion,Legendary,0.2778,0.5,2.15,10,Rabadon's Deathcap,Shadowflame,Void Staff
POPPY,Negatron Cloak,Epic,0.0526,0,1.40,25,Dead Man's Plate,Umbral Glaive,Winged Moonplate
KATARINA,Hextech Alternator,Epic,0.0179,0,0.70,10,Hextech Gunblade,,
IRELIA,Blasting Wand,Basic,0.0167,0,1.25,25,Blade Of The Ruined King,Death's Dance,Plated Steelcaps
YASUO,Refillable Potion,Consumable,0.0938,0.25,0.84,5,Doran's Blade,Noonquiver,Pickaxe
SENNA,Edge Of Night,Legendary,0.0952,0.25,2.40,20,Serpent's Fang,Eclipse,Maw Of Malmortius
ORNN,Null-Magic Mantle,Basic,0.0488,0.5,1.36,5,Force Of Nature,Heartsteel,Hollow Radiance
RELL,Zeke's Convergence,Legendary,0.7045,0.4194,3.51,15,Locket Of The Iron Solari,Bandlepipes,Protoplasm Harness
PYKE,Axiom Arc,Legendary,0.12,0.5,2.96,20,Youmuu's Ghostblade,Abyssal Mask,Bastionbreaker
MASTERYI,Infinity Edge,Legendary,0.1,0.6667,2.30,25,Yun Tal Wildarrows,Fiendhunter Bolts,Immortal Shieldbow
JAX,Stridebreaker,Legendary,0.0417,0.3333,0.84,25,Trinity Force,,
JARVANIV,Boots,Boots,0.0597,0.75,5.15,10,Profane Hydra,Axiom Arc,Black Cleaver
WARWICK,Doran's Blade,Starter,0.3636,0,0.88,5,Blade Of The Ruined King,Boots,Bramble Vest
GAREN,Oracle Lens,Trinket,0.1622,0.1667,1.27,20,Stridebreaker,Berserker's Greaves,Phantom Dancer
JANNA,Null-Magic Mantle,Basic,0.0156,1,1.80,15,Boots Of Swiftness,Cloth Armor,Kindlegem
BELVETH,Infinity Edge,Legendary,0.0476,1,2.09,40,Black Cleaver,Bloodthirster,Death's Dance
NUNU,Farsight Alteration,Trinket,0.0345,0,2.40,25,Dead Man's Plate,Liandry's Torment,Mercury's Treads
KSANTE,Negatron Cloak,Epic,0.1765,0.3333,1.97,5,Iceborn Gauntlet,Thornmail,Bramble Vest
LEESIN,Phage,Epic,0.0556,0.25,1.64,25,Sundered Sky,Eclipse,Death's Dance
KATARINA,Farsight Alteration,Trinket,0.1071,0.1667,1.61,20,Dark Seal,Amplifying Tome,Lich Bane
EVELYNN,Rabadon's Deathcap,Legendary,0.625,0.4,5.69,25,Lich Bane,Mejai's Soulstealer,Void Staff
IVERN,Mejai's Soulstealer,Legendary,0.2174,1,5.48,20,Malignance,Moonstone Renewer,Staff Of Flowing Water
NAUTILUS,Control Ward,Consumable,0.9375,0.5444,2.99,10,Locket Of The Iron Solari,Bandlepipes,Plated Steelcaps
YONE,Executioner's Calling,Epic,0.0222,0,0.33,10,Immortal Shieldbow,,
YONE,Elixir Of Wrath,Consumable,0.0444,0.5,1.83,30,Blade Of The Ruined King,Death's Dance,Infinity Edge
SAMIRA,Quicksilver Sash,Epic,0.04,0,1.05,30,Bloodthirster,Immortal Shieldbow,Infinity Edge
ZILEAN,Shurelya's Battlesong,Legendary,0.3846,0.6667,3.47,15,Imperial Mandate,Bandlepipes,Cosmic Drive
RENATA,Oblivion Orb,Epic,0.2222,0.5,3.72,25,Bandlepipes,Frozen Heart,Locket Of The Iron Solari
NASUS,Giant's Belt,Epic,0.0833,1,5.00,25,Frozen Heart,Bandlepipes,Chain Vest
TALON,Refillable Potion,Consumable,0.0161,1,5.00,5,Ionian Boots Of Lucidity,Opportunity,The Brutalizer
PANTHEON,The Brutalizer,Epic,0.025,0,0.17,15,Serrated Dirk,,
GRAGAS,Banshee's Veil,Legendary,0.0455,0,3.17,30,Hextech Rocketbelt,Lich Bane,Mejai's Soulstealer
MASTERYI,Mercury's Treads,Boots,0.2333,0.7143,2.36,15,Guinsoo's Rageblade,Kraken Slayer,Wit's End
JINX,Runaan's Hurricane,Legendary,0.4265,0.5862,2.44,25,Infinity Edge,Yun Tal Wildarrows,Lord Dominik's Regards
SENNA,Boots Of Swiftness,Boots,0.6667,0.3929,3.22,10,Black Cleaver,Rapid Firecannon,Echoes Of Helia
NUNU,Stormsurge,Legendary,0.0345,0,3.40,15,Hextech Rocketbelt,Mejai's Soulstealer,
KASSADIN,Glowing Mote,Basic,0.0137,0,1.13,15,Plated Steelcaps,Rod Of Ages,Zhonya's Hourglass
JANNA,Locket Of The Iron Solari,Legendary,0.0156,1,2.67,35,Moonstone Renewer,Redemption,Shurelya's Battlesong
